ZCTA,Mean Household Income
67667,65876
67669,53968
67671,59228
67672,58778
67673,57267
67674,47135
67675,42656
67701,68468
67730,60023
67731,48849
67732,81461
67733,152830
67734,59343
67735,44255
67736,57652
67737,55429
67738,82891
67739,59798
67740,57784
67741,53617
67743,51887
67744,73444
67745,45647
67747,73770
67748,64058
67749,54576
67751,45129
67752,64099
67753,68376
67756,50639
67757,74751
67758,72333
67761,71368
67762,73431
67764,54399
67801,63294
67831,57099
67834,70335
67835,65666
67836,58395
67837,74975
67838,55814
67839,60632
67840,22952
67841,66414
67842,78115
67843,26784
67844,51590
67846,63979
67849,72204
67850,86111
67851,75471
67853,80491
67854,73139
67855,56445
67857,28257
67859,64679
67860,70186
67861,59612
67862,66789
67863,94264
67864,61025
67865,57801
67867,69514
67868,57889
67869,56884
67870,71002
67871,62808
67876,76428
67877,70997
67878,65375
67879,62722
67880,74312
67882,55480
67901,60008
67950,60236
67951,71856
67952,57709
67953,51961
67954,69077
68001,78806
68002,77500
68003,81839
68004,62007
68005,64945
68007,111807
68008,73189
68010,34639
68014,50920
68015,56690
68016,73534
68017,79519
68018,54995
68019,51001
68020,49965
68022,123097
68023,99454
68025,61796
68028,97038
68029,82335
68030,69688
68031,64366
68033,66971
68034,85115
68036,55318
68037,74596
68038,52820
68039,30619
68040,66064
68041,75098
68042,69886
68044,50432
68045,61066
68046,95662
68047,76527
68048,79920
68050,59815
68055,46272
68057,57964
68058,87781
68059,78761
68061,61963
68062,62659
68063,58387
68064,75456
68065,66949
68066,65393
68067,45553
68068,68493
68069,142081
68070,62845
68071,49456
68072,48109
68073,85328
68102,65757
68104,53069
68105,45191
68106,60557
68107,45958
68108,44274
68110,33032
68111,31226
68112,50949
68113,47722
68114,79551
68116,105393
68117,51467
68118,143360
68122,73525
68123,81752
68124,89867
68127,60875
68128,74233
68130,120718
68131,46410
68132,75398
68133,104210
68134,57116
68135,111048
68136,104768
68137,72385
68138,76861
68142,102452
68144,78082
68147,63890
68152,82797
68154,93000
68157,68619
68164,77160
68178,No Data
68301,73267
68303,47566
68304,74650
68305,68649
68307,69480
68309,41161
68310,56236
68313,77469
68314,92295
68315,41637
68316,67866
68317,79047
68318,38143
68319,99590
68320,47332
68321,73145
68322,67961
68323,65263
68324,30795
68325,56797
68326,59829
68327,141404
68328,68875
68329,54459
68331,74781
68332,38505
68333,55748
68335,64965
68336,94478
68337,59243
68338,68411
68339,103751
68340,58341
68341,64735
68342,64896
68343,59716
68344,67894
68345,69839
68346,65281
68347,94572
68348,90058
68349,81077
68350,56402
68351,76241
68352,54286
68354,55502
68355,54188
68357,70988
68358,89431
68359,74421
68360,101727
68361,60444
68362,112140
68364,50724
68365,58549
68366,61457
68367,74820
68368,70644
68370,55768
68371,70168
68372,74028
68375,20237
68376,47475
68377,59057
68378,64039
68379,43226
68380,43792
68381,71109
68382,54935
68401,65211
68402,105909
68403,71244
68404,93716
68405,67263
68406,62666
68407,67466
68409,82534
68410,57153
68413,76549
68414,67384
68415,70533
68416,64309
68417,73465
68418,65826
68419,62080
68420,42249
68421,64758
68422,87449
68423,74114
68424,68493
68428,96848
68430,101459
68431,42183
68433,40682
68434,71906
68436,72562
68437,58597
68438,63498
68439,66510
68440,45304
68441,71059
68442,72365
68443,63741
68444,50230
68445,54314
68446,67980
68447,63068
68448,58889
68450,51816
68452,57498
68453,66338
68454,72729
68455,64325
68456,77603
68457,46788
68458,62289
68460,73401
68461,148376
68462,107796
68463,62007
68464,54541
68465,59851
68466,48166
68467,64976
68502,60699
68503,39465
68504,39465
68505,59482
68506,69694
68507,60847
68508,29536
68510,58923
68512,100369
68514,123708
68516,94274
68517,149237
68520,135323
68521,61870
68522,66284
68523,120663
68524,64008
68526,126293
68527,128371
68528,57991
68531,No Data
68532,98459
68601,65007
68620,62133
68621,70541
68622,68586
68623,49709
68624,63111
68626,59164
68627,50709
68628,83880
68629,68257
68631,74618
68632,73888
68633,58158
68634,71848
68635,53560
68636,65537
68637,54113
68638,54819
68640,65263
68641,74957
68642,69973
68643,67449
68644,67269
68647,52000
68648,74808
68649,73647
68651,67971
68652,79370
68653,56763
68654,67242
68655,54883
68658,66562
68659,52183
68660,57783
68661,63351
68662,67339
68663,49354
68664,61440
68665,71947
68666,71036
68667,68826
68669,70086
68701,63107
68710,64166
68711,61910
68713,64388
68714,63116
68715,71437
68716,53395
68717,81508
68718,65225
68719,100767
68720,82559
68722,45431
68723,66653
68724,44005
68725,53744
68726,58819
68727,68517
68728,50644
68729,58428
68730,67012
68731,71966
68732,60643
68733,75364
68734,88600
68735,55812
68736,101100
68739,63680
68740,69801
68741,71190
68742,35899
68743,75686
68745,64157
68746,47415
68747,76017
68748,62539
68749,34986
68751,59783
68752,60047
68753,52954
68755,53886
68756,61589
68757,62383
68758,54840
68759,48354
68760,41787
68761,51912
68763,56906
68764,56766
68765,68519
68766,49739
68767,68370
68768,59560
68769,50808
68770,69231
68771,62117
68773,52841
68774,48125
68776,50805
68777,44114
68778,52146
68779,56212
68780,66246
68781,65217
68783,54198
68784,57959
68785,77479
68786,66292
68787,65741
68788,58999
68789,58083
68790,62286
68791,63767
68792,53156
68801,54362
68803,67896
68810,43962
68812,78163
68813,76115
68814,58487
68815,61660
68816,65688
68817,43433
68818,69270
68820,46846
68821,35683
68822,55271
68823,50178
68824,71035
68825,53947
68826,60098
68827,66141
68828,62103
68831,55013
68832,79539
68833,67621
68834,62250
68835,47208
68836,67143
68837,44209
68838,53571
68840,54795
68841,80697
68842,46848
68843,68341
68844,66254
68845,71728
68846,62927
68847,59802
68849,No Data
68850,51731
68852,61105
68853,54486
68854,69771
68855,57458
68856,70882
68858,47281
68859,44699
68860,48146
68861,54556
68862,55964
68863,67155
68864,59100
68865,100372
68866,63736
68869,57701
68870,82007
68871,55015
68872,66162
68873,72990
68874,53650
68875,44412
68876,61746
68878,50974
68879,60690
68881,59997
68882,44406
68883,80750
68901,64007
68920,53203
68922,54051
68923,68697
68924,59358
68925,87997
68926,41486
68927,61433
68928,66819
68929,52310
68930,55301
68932,45292
68933,58150
68934,70889
68935,49080
68936,41776
68937,66224
68938,53856
68939,49371
68940,85634
68941,87146
68942,51368
68943,53568
68944,56803
68945,80269
68946,36119
68947,79294
68948,58271
68949,60856
68950,63775
68952,36559
68954,56147
68955,77040
68956,76699
68957,62068
68958,78972
68959,61427
68960,86000
68961,47156
68964,56805
68966,50673
68967,55624
68969,61435
68970,47105
68971,53773
68972,56075
68973,63810
68974,57604
68975,61488
68976,67028
68977,52589
68978,51536
68979,72026
68980,80386
68981,65714
68982,69493
69001,54565
69020,67983
69021,60778
69022,58430
69023,156116
69024,61730
69025,69124
69026,36527
69027,75940
69028,65210
69029,57860
69030,48864
69032,52707
69033,68160
69034,62879
69036,51967
69037,98673
69038,50346
69039,45157
69040,51042
69041,112356
69042,54624
69043,50569
69044,36395
69045,52980
69046,44482
69101,61257
69120,77394
69121,47088
69122,65460
69123,75393
69125,60911
69127,60071
69128,75327
69129,60962
69130,55570
69131,56029
69132,76238
69133,80118
69134,103898
69135,35940
69138,62030
69140,61608
69141,62400
69142,80143
69143,89918
69144,51549
69145,50774
69146,58619
69147,47271
69148,95207
69149,73609
69150,62324
69151,67273
69152,54842
69153,58567
69154,54087
69155,63507
69156,79143
69157,48375
69161,37010
69162,66814
69163,65128
69165,72830
69166,62756
69167,59280
69168,57691
69169,66329
69170,55546
69171,No Data
69201,58545
69210,47014
69211,68586
69212,64097
69214,77624
69216,44769
69217,35428
69218,34780
69219,77703
69220,55139
69221,46444
69301,57781
69331,No Data
69333,58975
69334,52242
69335,27836
69336,56467
69337,52130
69339,55321
69340,70405
69341,65939
69343,51914
69345,95194
69346,60873
69347,52331
69348,66280
69350,47386
69351,49113
69352,54677
69353,13750
69354,31636
69355,51118
69356,55836
69357,55429
69358,54365
69360,48757
69361,58352
69365,No Data
69366,42987
69367,53604
70001,66702
70002,80739
70003,67994
70005,94699
70006,80218
70030,74271
70031,68949
70032,54252
70036,74721
70037,78896
70038,40416
70039,59825
70040,59736
70041,59073
70043,57849
70047,83718
70049,65288
70050,No Data
70051,50127
70052,63078
70053,49696
70056,64980
70057,55166
70058,63716
70062,43966
70065,75483
70067,63676
70068,67404
70070,78952
70071,62601
70072,56621
70075,70120
70076,31434
70079,66183
70080,69820
70082,70122
70083,42467
70084,56391
70085,50119
70086,51537
70087,59113
70090,66442
70091,35398
70092,55497
70094,46555
70112,53283
70113,32785
70114,43176
70115,95223
70116,67790
70117,40228
70118,79021
70119,46497
70121,57271
70122,56346
70123,81155
70124,110599
70125,66184
70126,37735
70127,39052
70128,51987
70129,45080
70130,86113
70131,72125
70139,No Data
70163,No Data
70301,66175
70339,68722
70340,16854
70341,48317
70342,63685
70343,81343
70344,52982
70345,67166
70346,50090
70352,58295
70353,50904
70354,58764
70355,58815
70356,36436
70357,73545
70358,49994
70359,65809
70360,83294
70363,53377
70364,64028
70372,55224
70373,57076
70374,78771
70375,No Data
70377,53768
70380,56686
70390,63234
70391,52687
70392,61432
70393,47611
70394,67802
70395,68354
70397,48761
70401,56892
70402,No Data
70403,52991
70420,71412
70422,52461
70426,51411
70427,43032
70431,77976
70433,88014
70435,76270
70436,30150
70437,74517
70438,47978
70441,50912
70442,66048
70443,47126
70444,51012
70445,68072
70446,57989
70447,125793
70448,102301
70449,70961
70450,34572
70451,No Data
70452,57620
70453,52642
70454,65888
70455,46104
70456,37426
70458,75361
70460,60613
70461,76036
70462,74095
70463,53275
70464,30013
70465,37945
70466,52506
70471,111132
70501,37757
70503,96233
70506,58836
70507,64336
70508,95355
70510,58397
70512,56799
70513,88379
70514,53899
70515,51449
70516,64483
70517,59352
70518,87534
70519,68358
70520,70205
70523,37451
70524,49214
70525,55595
70526,47724
70528,59447
70529,74938
70531,55278
70532,53362
70533,65557
70534,60483
70535,51545
70537,42645
70538,50310
70541,43226
70542,59885
70543,55130
70544,49531
70546,56843
70548,52945
70549,53759
70550,136335
70552,61017
70554,37914
70555,85581
70556,55413
70558,No Data
70559,63289
70560,56404
70563,86775
70570,46159
70575,No Data
70576,44238
70577,54600
70578,53958
70580,No Data
70581,59725
70582,56485
70583,62945
70584,59976
70585,65721
70586,50565
70589,59690
70591,54532
70592,88006
70601,44496
70605,87529
70607,48523
70611,82748
70615,46915
70630,91649
70631,92065
70632,82315
70633,56152
70634,60762
70637,42906
70638,51974
70639,41840
70640,30068
70643,62875
70644,83949
70645,79366
70646,48813
70647,63833
70648,57312
70650,87304
70651,60450
70652,90864
70653,49407
70654,36449
70655,54936
70656,47498
70657,73049
70658,59346
70659,57940
70660,55434
70661,46779
70662,38441
70663,60163
70665,72237
70668,50968
70669,61948
70706,74388
70710,65341
70711,67576
70712,81736
70714,55628
70715,48553
70719,70173
70721,49554
70722,62125
70723,49971
70725,82684
70726,71649
70729,68240
70730,69507
70732,60675
70733,60921
70734,88411
70736,45123
70737,75803
70739,90551
70740,66730
70743,129162
70744,58060
70747,33235
70748,55713
70749,70208
70750,49206
70752,79591
70753,44319
70754,68887
70755,70443
70756,148243
70757,62117
70759,50390
70760,52665
70761,50845
70762,69781
70763,86553
70764,59176
70767,65745
70769,95270
70770,92134
70772,62582
70773,68849
70774,70215
70775,75087
70776,83303
70777,69466
70778,71588
70780,86823
70782,32390
70783,58467
70785,67737
70787,No Data
70788,45501
70789,35114
70791,77152
70801,No Data
70802,35400
70803,25200
70805,37162
70806,58141
70807,34979
70808,97023
70809,89685
70810,103936
70811,54085
70812,55232
70814,59872
70815,61362
70816,63483
70817,101665
70818,72610
70819,53713
70820,55242
70836,No Data
71001,58433
71003,45307
71004,50598
71006,79505
71007,83533
71008,46965
71016,51097
71018,39078
71019,55934
71021,25054
71023,49080
71024,50736
71027,49023
71028,44895
71029,53588
71030,50417
71031,57666
71032,75500
71033,60783
71034,48722
71037,73200
71038,44745
71039,47699
71040,50327
71043,38303
71044,55542
71045,61412
71046,55331
71047,67039
71048,44562
71049,51292
71051,80512
71052,49362
71055,52404
71060,54826
71061,41495
71063,43113
71064,47017
71065,56336
71067,54348
71068,40297
71069,36813
71070,49285
71071,62554
71072,55187
71073,53824
71075,45109
71078,67375
71079,49660
71082,45620
71101,28624
71103,31190
71104,54610
71105,73190
71106,89194
71107,54851
71108,36982
71109,34683
71110,59611
71111,69368
71112,64293
71115,95202
71118,61446
71119,74600
71129,55249
71201,76930
71202,32082
71203,58659
71209,No Data
71219,55126
71220,44463
71222,32802
71223,21379
71225,68009
71226,39061
71227,65809
71229,65935
71232,51564
71233,36081
71234,61969
71235,58386
71237,44242
71238,64212
71241,48979
71243,56379
71245,35950
71247,33686
71250,35935
71251,46044
71253,41405
71254,32498
71256,29856
71259,54405
71260,51411
71261,43016
71263,49797
71264,54384
71266,57467
71268,68663
71269,51799
71270,55070
71272,No Data
71275,52389
71276,34940
71277,41196
71279,No Data
71280,60481
71282,38229
71286,56634
71291,63204
71292,48355
71295,46056
71301,48599
71302,41411
71303,69075
71316,No Data
71322,45396
71323,69383
71325,81516
71326,39341
71327,57576
71328,54591
71331,50548
71333,55077
71334,36266
71336,49362
71339,No Data
71340,90395
71341,50098
71342,57799
71343,56127
71345,12172
71346,57295
71350,47462
71351,45178
71353,42057
71354,56927
71355,47238
71356,37961
71357,46635
71358,43492
71360,62190
71362,49958
71366,39707
71367,53908
71368,37135
71369,40064
71371,67759
71373,48572
71375,31066
71377,8349
71378,38875
71401,No Data
71403,63585
71404,60454
71405,63431
71406,49355
71407,45564
71409,57152
71410,36297
71411,49295
71414,44115
71416,46569
71417,40127
71418,57063
71419,57964
71422,50540
71423,61846
71424,54498
71425,42864
71426,54494
71427,28001
71429,53007
71430,60502
71432,50086
71433,46599
71435,52180
71438,55478
71439,43205
71441,35301
71446,60117
71447,55148
71449,58387
71450,57953
71452,47667
71454,48198
71455,31970
71456,49570
71457,52289
71459,50576
71461,51979
71462,51380
71463,47558
71465,54109
71466,63569
71467,56769
71468,43447
71469,54499
71472,42428
71473,42218
71474,85889
71479,47592
71480,56427
71483,50556
71485,80546
71486,53427
71601,37270
71602,58422
71603,53690
71630,42108
71631,27696
71635,49105
71638,41647
71639,47991
71640,40876
71642,36072
71643,30051
71644,48934
71646,50575
71647,54147
71651,104441
71652,40429
71653,57736
71654,42422
71655,42891
71658,36866
71659,35422
71660,70991
71661,26691
71662,17046
71663,50102
71665,57025
71666,12379
71667,50378
71670,54145
71671,47970
71674,57757
71675,48269
71676,37829
71677,21178
71701,44752
71711,No Data
71720,51276
71722,19378
71724,40680
71725,40466
71726,33506
71730,54851
71740,54572
71742,45474
71743,43136
71744,45995
71745,39271
71747,41746
71749,46978
71751,70126
71752,35707
71753,53118
71758,74640
71759,58199
71762,55364
71763,46199
71764,40027
71765,38841
71766,40696
71770,42415
71772,No Data
71801,44672
71820,69203
71822,49411
71823,48867
71825,54005
71826,42830
71827,35143
71832,43205
71833,51384
71834,50947
71835,54637
71836,46205
71837,51387
71838,39195
71839,25874
71841,44922
71842,41538
71845,39811
71846,52806
71847,38851
71851,51307
71852,51397
71853,38591
71854,51318
71855,43581
71857,39589
71858,47847
71859,97786
71860,40195
71861,57995
71862,51749
71865,44812
71866,46564
71901,50817
71909,66083
71913,57734
71921,50696
71922,38157
71923,49343
71929,65035
71933,55825
71935,35842
71937,44174
71940,51355
71941,52423
71943,45345
71944,49691
71945,42406
71949,38251
71950,45727
71952,83919
71953,47979
71956,34160
71957,47417
71958,44148
71959,36759
71960,39733
71961,39357
71962,42597
71964,49173
71965,39014
71968,59191
71969,49553
71970,45659
71971,37656
71972,46168
71973,38471
71998,No Data
71999,No Data
72001,54166
72002,68474
72003,66574
72004,41563
72005,21782
72006,36651
72007,65394
72010,47996
72011,59563
72012,60674
72013,43941
72014,36144
72015,57433
72016,58966
72017,34424
72019,80631
72020,42046
72021,38440
72022,67810
72023,67785
72024,56562
72025,53114
72026,68437
72027,61003
72029,39376
72030,51338
72031,47802
72032,58697
72034,68227
72035,No Data
72036,27820
72037,40756
72038,68006
72039,47817
72040,40122
72041,41355
72042,46858
72044,63614
72045,77895
72046,47065
72047,55697
72048,36395
72051,49057
72055,48014
72057,51815
72058,68554
72059,No Data
72060,28040
72061,98055
72063,55578
72064,50033
72065,64501
72067,48020
72068,43046
72069,51897
72070,52996
72072,51971
72073,53933
72074,34162
72076,52647
72079,47163
72080,51240
72081,53803
72082,43610
72083,57371
72084,41968
72085,37500
72086,61021
72087,70201
72088,39447
72099,No Data
72101,43357
72102,56704
72103,54353
72104,50550
72106,54015
72107,48531
72108,46467
72110,51371
72111,58904
72112,41432
72113,81627
72114,30557
72116,78108
72117,44950
72118,50407
72119,No Data
72120,72274
72121,50584
72122,65125
72123,39165
72125,47317
72126,59800
72127,54856
72128,44872
72129,48045
72130,58648
72131,73978
72132,65998
72134,55411
72135,78993
72136,46201
72137,49949
72139,32984
72140,44492
72141,38078
72142,70373
72143,62981
72149,No Data
72150,60413
72152,44862
72153,35848
72156,46265
72157,64491
72160,57247
72165,No Data
72166,45777
72167,58973
72168,34153
72169,35749
72170,46052
72173,79063
72175,37316
72176,52942
72179,42655
72181,38163
72201,117136
72202,55093
72204,40655
72205,65371
72206,43823
72207,104564
72209,37434
72210,68505
72211,80315
72212,114441
72223,125692
72227,87678
72301,42317
72311,32554
72315,50688
72320,16926
72321,72302
72322,33856
72324,44038
72325,64332
72326,43996
72327,47349
72328,36444
72329,56720
72330,45919
72331,41490
72332,17500
72333,30808
72335,43617
72338,No Data
72339,34083
72340,38746
72341,54411
72342,44659
72346,37274
72347,43077
72348,43368
72350,39402
72351,45372
72353,33915
72354,39072
72355,60071
72358,32599
72359,20754
72360,35826
72364,69738
72365,41372
72366,40141
72367,26798
72368,49345
72370,42107
72372,47953
72373,37608
72374,46652
72376,57913
72377,No Data
72379,26945
72383,No Data
72384,45748
72386,43605
72389,41362
72390,40566
72392,38575
72394,40745
72395,54392
72396,50043
72401,49913
72404,86205
72410,33210
72411,47295
72412,89210
72413,41019
72414,47524
72415,41352
72416,50468
72417,60253
72419,38852
72421,106254
72422,38717
72424,33350
72425,38320
72426,45833
72427,39755
72428,49150
72429,47917
72430,50446
72431,42310
72432,42175
72433,39072
72434,42424
72435,43661
72436,46434
72437,45281
72438,40329
72440,36767
72441,64118
72442,56481
72443,53367
72444,43055
72445,23110
72447,64940
72449,25044
72450,49255
72453,38926
72454,40261
72455,49897
72456,48870
72457,30778
72458,58656
72459,33121
72460,42960
72461,48833
72462,31016
72464,20138
72466,59697
72467,No Data
72469,46354
72470,43453
72471,37520
72472,40701
72473,39602
72476,41264
72478,52599
72479,53157
72482,25277
72501,52906
72512,33157
72513,41583
72515,No Data
72517,42201
72519,46326
72520,26343
72521,40777
72522,57219
72523,32251
72524,38256
72526,31911
72527,68836
72528,40154
72529,40478
72530,45563
72531,45846
72532,45756
72533,46288
72534,40352
72536,42392
72537,35790
72538,35167
72539,49367
72540,50892
72542,44081
72543,52794
72544,28612
72546,46680
72550,44219
72553,36971
72554,39991
72555,54031
72556,43068
72560,46504
72561,49908
72562,43052
72564,24497
72565,42686
72566,37209
72567,45594
72568,42242
72569,25665
72571,43215
72572,53967
72573,42231
72576,48336
72577,60189
72578,33101
72579,42992
72581,82396
72583,43699
72584,45458
72585,79392
72587,61216
72601,52755
72611,65606
72616,51101
72617,32936
72619,41911
72623,73854
72624,46462
72626,39654
72628,35328
72629,27982
72630,31155
72631,52251
72632,48391
72633,57516
72634,38871
72635,39387
72636,93009
72638,45616
72639,28970
72640,35007
72641,39817
72642,47119
72644,39640
72645,36639
72648,50840
72650,41315
72651,32516
72653,50091
72655,28857
72658,50766
72660,35812
72661,39220
72662,47424
72663,36236
72666,43335
72668,27094
72669,44510
72670,33614
72672,37701
72675,40770
72677,29356
72679,No Data
72680,43508
72682,56037
72683,44505
72685,55895
72686,32682
72687,37910
72701,60668
72703,69987
72704,67985
72712,95450
72714,80827
72715,70257
72717,46100
72718,108210
72719,70103
72721,31271
72722,52767
72727,59430
72729,56402
72730,69135
72732,61043
72734,58540
72736,58589
72738,52874
72739,50996
72740,52422
72742,27217
72744,46459
72745,67156
72747,70977
72749,64121
72751,68208
72752,36741
72753,64751
72756,63616
72758,89127
72760,34246
72761,56379
72762,71745
72764,54132
72768,47690
72769,54973
72773,41202
72774,55410
72776,47155
72801,44318
72802,59556
72821,50593
72823,53298
72824,49607
72826,47146
72827,34887
72828,75463
72830,43485
72832,37880
72833,51263
72834,47399
72835,37705
72837,54988
72838,53960
72839,30370
72840,47074
72841,37123
72842,48962
72843,50728
72845,66685
72846,67809
72847,46484
72851,52985
72852,31313
72853,46226
72854,46945
72855,48296
72856,52970
72857,46139
72858,67762
72860,40655
72863,52996
72865,56000
72901,42931
72903,73581
72904,33822
72908,64998
72916,96927
72921,56362
72923,40781
72926,41260
72927,50102
72928,41089
72930,56154
72932,50161
72933,62298
72934,41169
72935,37511
72936,70206
72937,50002
72938,53637
72940,46196
72941,63587
72943,60006
72944,58498
72945,45845
72946,47675
72947,46860
72948,29601
72949,50262
72950,55878
72951,51431
72952,51703
72955,16843
72956,52831
72958,45010
72959,46669
73002,53728
73003,76873
73004,76964
73005,46617
73006,58937
73007,94255
73008,53727
73009,50728
73010,67997
73011,48510
73012,113467
73013,102074
73014,68205
73015,44840
73016,64535
73017,50653
73018,55057
73019,No Data
73020,81397
73021,56871
73024,58156
73025,172172
73026,104230
73027,59785
73028,59792
73029,44992
73030,55967
73032,52690
73033,46726
73034,105165
73036,63688
73038,49751
73040,57799
73041,59250
73042,57207
73043,74270
73044,58350
73045,62919
73047,59681
73048,61431
73049,71340
73050,52856
73051,58965
73052,59187
73053,58384
73054,66792
73055,61722
73056,58978
73057,52332
73058,77630
73059,59041
73061,60513
73062,56388
73063,59284
73064,79522
73065,82413
73066,35468
73067,68720
73068,54132
73069,57453
73071,59279
73072,83392
73073,65266
73074,61083
73075,54208
73077,58383
73078,98640
73079,65471
73080,60914
73082,41644
73084,43996
73086,57331
73089,78187
73090,70880
73092,54576
73093,83159
73095,55840
73096,58651
73097,33504
73098,51578
73099,77746
73102,58848
73103,68180
73104,63894
73105,47958
73106,53586
73107,47176
73108,31880
73109,34926
73110,47197
73111,34477
73112,57315
73114,45588
73115,46545
73116,130969
73117,29802
73118,70308
73119,38188
73120,75005
73121,69336
73122,56456
73127,44065
73128,74704
73129,34682
73130,66574
73131,114216
73132,63086
73134,78009
73135,60504
73139,48862
73141,43209
73142,122133
73145,53198
73149,38024
73150,89159
73151,168671
73159,53352
73160,66303
73162,85185
73165,95158
73169,73274
73170,93903
73173,114874
73179,109823
73401,59814
73425,38175
73430,58985
73432,66121
73433,61727
73434,59932
73437,34271
73438,48756
73439,53302
73440,39264
73441,32304
73442,67527
73443,56523
73444,40519
73446,53619
73447,50435
73448,52109
73449,56341
73450,55705
73453,77600
73455,54120
73456,48760
73458,52816
73459,52267
73460,45946
73461,52262
73463,53513
73481,57443
73487,18861
73491,62222
73501,46265
73503,51322
73505,62185
73507,62850
73520,52008
73521,55909
73526,66176
73527,70047
73528,53400
73529,50483
73530,52560
73531,72575
73532,46795
73533,57100
73537,60710
73538,78366
73539,70600
73540,51901
73541,77609
73542,44609
73543,56053
73544,69918
73546,43412
73547,49237
73548,87086
73549,59617
73550,46633
73551,40519
73552,61061
73553,86786
73554,52098
73555,33852
73556,39404
73557,55642
73559,41065
73560,51280
73562,43740
73564,58290
73565,42071
73566,49634
73567,46399
73568,48307
73569,50917
73570,56942
73571,73264
73572,56800
73573,48150
73601,63506
73620,77827
73622,57633
73624,52740
73625,61415
73626,55426
73627,87154
73628,76261
73632,63656
73638,65712
73639,45286
73641,68306
73642,62005
73644,78659
73645,48629
73646,66987
73647,66883
73650,66264
73651,60026
73654,62278
73655,49278
73658,134280
73659,61929
73660,59472
73661,61768
73662,60382
73663,60068
73664,49538
73666,58188
73667,69810
73669,65760
73673,51251
73701,47582
73703,72827
73705,No Data
73716,62321
73717,63675
73718,69474
73719,88153
73720,64594
73722,137522
73724,66752
73726,55991
73727,78046
73728,66255
73729,71015
73730,54894
73731,64339
73733,56629
73734,63079
73735,50477
73736,71539
73737,59195
73738,55696
73739,52396
73741,54288
73742,70154
73743,62440
73744,51761
73746,No Data
73747,64367
73749,52556
73750,67404
73753,59340
73754,70344
73755,46983
73756,71840
73757,76523
73758,80739
73759,62179
73760,59328
73761,61238
73762,88271
73763,54026
73764,99733
73766,59869
73768,82579
73771,62874
73772,60294
73773,57556
73801,70101
73832,87365
73834,48484
73835,71177
73838,73243
73840,63050
73841,60020
73842,63873
73843,60942
73844,59710
73848,67061
73851,106303
73852,61881
73853,65088
73855,49963
73857,63650
73858,64484
73859,57515
73860,66032
73901,62043
73931,69325
73932,70311
73933,62304
73937,58861
73938,59899
73939,63631
73942,65744
73944,57512
73945,64058
73946,30232
73947,52505
73949,58430
73950,63049
73951,58327
74001,38241
74002,56378
74003,50317
74006,77570
74008,91562
74010,51817
74011,89672
74012,77625
74014,81471
74015,64466
74016,55927
74017,59375
74019,77144
74020,56866
74021,71443
74022,54349
74023,55725
74026,48006
74027,49543
74028,52852
74029,56994
74030,50232
74032,63757
74033,67518
74034,47285
74035,52761
74036,64897
74037,92058
74038,58219
74039,51180
74041,59117
74042,48545
74044,61356
74045,63956
74046,36948
74047,62572
74048,46806
74050,23927
74051,68542
74052,44595
74053,69925
74054,45887
74055,85347
74056,44099
74058,49549
74059,56711
74060,48779
74061,74915
74062,50625
74063,64569
74066,59855
74068,29556
74070,62000
74071,43123
74072,55473
74073,65638
74074,59828
74075,47231
74078,No Data
74079,56148
74080,70780
74081,47562
74082,38173
74083,54170
74084,49353
74085,59495
74103,73691
74104,54437
74105,84819
74106,33686
74107,47098
74108,49837
74110,35159
74112,48494
74114,114286
74115,39913
74116,47604
74117,86856
74119,50171
74120,68033
74126,35164
74127,43004
74128,48957
74129,47701
74130,39515
74131,85849
74132,86325
74133,78885
74134,65513
74135,61665
74136,68973
74137,131745
74145,54897
74146,40879
74301,49054
74330,61370
74331,61125
74332,53940
74333,58967
74337,52789
74338,41261
74339,33232
74340,32346
74342,46660
74343,46645
74344,56553
74346,42503
74347,51220
74349,46594
74350,35341
74352,49349
74354,48549
74358,34850
74359,41825
74360,No Data
74361,56118
74363,47764
74364,47223
74365,42897
74366,41207
74367,34015
74368,24057
74369,53464
74370,48927
74401,45568
74403,55139
74421,56569
74422,51328
74423,50565
74425,47272
74426,47496
74427,60096
74428,53492
74429,66439
74430,48221
74431,43821
74432,48169
74434,66684
74435,46442
74436,52889
74437,48949
74438,43442
74441,49740
74442,60848
74445,62540
74446,38774
74447,45136
74450,52947
74451,58977
74452,46591
74454,53890
74455,36824
74456,47971
74457,31762
74458,34206
74459,48314
74460,31499
74462,46831
74463,28453
74464,46622
74467,50714
74468,34559
74469,50944
74470,51035
74471,49675
74472,44592
74477,No Data
74501,56834
74521,41851
74522,43212
74523,45531
74525,50949
74528,59598
74530,63968
74531,44695
74533,47335
74534,39019
74535,46794
74536,40424
74538,52521
74540,49632
74543,58023
74546,35910
74547,69337
74549,40592
74552,47013
74553,46979
74554,49374
74555,49140
74556,54052
74557,49118
74558,41624
74560,44665
74561,42364
74562,50326
74563,63460
74565,52700
74567,39835
74569,55186
74570,53729
74571,46135
74572,48030
74574,41329
74576,66808
74577,39686
74578,53873
74601,47627
74604,72866
74630,41477
74631,53135
74632,60537
74633,44374
74636,110132
74637,41403
74640,55675
74641,49634
74643,61070
74644,47258
74646,56841
74647,51967
74650,56926
74651,58238
74652,45352
74653,52263
74701,53710
74720,46725
74722,53477
74723,66089
74724,45421
74726,43185
74727,40165
74728,44146
74729,48748
74730,53525
74731,46340
74733,50902
74734,37510
74735,46029
74736,53098
74738,37589
74740,44585
